Timestamp,Exploration_Rate,Low_Load_Good_Balance_Q(RR),Low_Load_Good_Balance_Q(ACO),Low_Load_Excellent_Balance_Q(RR),Low_Load_Excellent_Balance_Q(ACO),Medium_Load_Good_Balance_Q(RR),Medium_Load_Good_Balance_Q(ACO),Medium_Load_Excellent_Balance_Q(RR),Medium_Load_Excellent_Balance_Q(ACO),High_Load_Good_Balance_Q(RR),High_Load_Good_Balance_Q(ACO),High_Load_Excellent_Balance_Q(RR),High_Load_Excellent_Balance_Q(ACO)
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,37.2249,-84.3161,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,37.2249,56.9536,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,37.2249,-166.7748,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,37.2249,-268.3121,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,32.2447,-268.3121,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,32.2447,-309.7785,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,32.2447,130.9659,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,32.2447,-97.9367,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,32.2447,-250.5632,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,33.3063,-250.5632,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,33.3063,-310.0186,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,33.3063,-330.2629,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,32.1911,-330.2629,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,32.1911,-336.0713,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,30.5421,-336.0713,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,30.5421,-56.8084,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,30.5421,-226.8935,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:35,0.7571,38.8477,1.5,-37.9984,-47.1467,30.5421,-6.132,325.4418,335.2572,1.0,50.0,1.5,60.0
2025-10-27 23:45:36,0.7533,38.8477,1.5,-37.9984,-47.1467,30.5421,253.085,325.4418,335.2572,1.0,50.0,1.5,60.0
