LogID,Timestamp,Approach,ServerID,ResponseTime,Utilization,TaskLoad,TotalTasks,AlgorithmUsed,SimulationID
1761588935578437,1761588935.5784366,Hybrid,Server-12,2.1493070822632214,38.17,38.17,6,ACO,
1761588935623797,1761588935.623797,Hybrid,Server-15,1.373205710345395,74.32275270608287,21.32,5,RR,
1761588935669402,1761588935.6694021,Hybrid,Server-12,1.9635333983638303,45.866085238002995,22.63,7,ACO,
1761588935715132,1761588935.715132,Hybrid,Server-1,1.6023257964550235,99.88321768268888,86.01,8,ACO,
1761588935762774,1761588935.7627742,Hybrid,Server-16,1.0871435332295833,56.49757009930126,9.69,7,RR,
1761588935808033,1761588935.8080332,Hybrid,Server-10,1.2253081756885718,5.81,5.81,15,ACO,
1761588935854828,1761588935.8548281,Hybrid,Server-17,1.2844506402262292,72.41401934528649,23.03,10,RR,
1761588935897915,1761588935.8979154,Hybrid,Server-12,1.8366443660747023,48.204821091822154,15.9,8,ACO,
1761588935943565,1761588935.9435654,Hybrid,Server-10,1.1890529680956534,24.18919064054821,21.15,16,ACO,
1761588935988172,1761588935.9881716,Hybrid,Server-18,1.1644952060817622,57.163793293415125,10.62,13,ACO,
1761588936030834,1761588936.0308342,Hybrid,Server-4,1.3039368668167153,67.09472694383852,13.12,12,ACO,
